Fid,trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear,Label
172.217.6.234-10.42.0.211-443-37892-6,8934311,3/14/2022 16:35,3/14/2022 16:58,2238,1394,3,Shedd Aquarium,90,Millennium Park,Customer,,,1
172.217.3.110-10.42.0.151-443-53007-6,8934271,3/14/2022 16:32,3/14/2022 16:37,1921,285,49,Dearborn St & Monroe St,284,Michigan Ave & Jackson Blvd,Subscriber,Male,1993,0
172.217.7.227-10.42.0.211-443-40311-6,8934268,3/14/2022 16:32,3/14/2022 16:37,2603,310,133,Kingsbury St & Kinzie St,31,Franklin St & Chicago Ave,Subscriber,Male,1986,0
10.42.0.151-54.197.254.190-42696-443-6,8934260,3/14/2022 16:32,3/14/2022 16:41,498,567,74,Kingsbury St & Erie St,106,State St & Pearson St,Subscriber,Male,1989,0
180.149.136.194-10.42.0.151-80-34409-6,8934086,3/14/2022 16:20,3/14/2022 16:35,542,891,35,Streeter Dr & Grand Ave,56,Desplaines St & Kinzie St,Customer,,,0
10.42.0.42-72.21.206.135-42732-443-6,8934011,3/14/2022 16:15,3/14/2022 16:37,587,1349,18,Wacker Dr & Washington St,137,Morgan Ave & 14th Pl,Subscriber,Male,1986,1
10.42.0.151-64.71.142.124-36905-80-6,8933883,3/14/2022 16:06,3/14/2022 16:19,1277,797,3,Shedd Aquarium,50,Clark St & Congress Pkwy,Subscriber,Male,1970,1
10.42.0.1-10.42.0.42-53-64603-17,8933850,3/14/2022 16:03,3/14/2022 16:08,2616,307,283,LaSalle St & Jackson Blvd,174,Canal St & Madison St,Subscriber,Male,1952,1
10.42.0.211-104.209.188.76-60164-443-6,8933792,3/14/2022 15:59,3/14/2022 16:02,2030,169,131,Lincoln Ave & Belmont Ave,230,Lincoln Ave & Roscoe St,Subscriber,Female,1991,0
172.217.3.36-10.42.0.151-443-50327-6,8933750,3/14/2022 15:55,3/14/2022 16:18,2932,1339,97,Museum Campus,150,Fort Dearborn Dr & 31st St,Customer,,,1
180.149.135.239-10.42.0.42-80-43784-6,8933620,3/14/2022 15:45,3/14/2022 15:50,2185,287,225,Halsted St & Dickens Ave,127,Lincoln Ave & Fullerton Ave,Subscriber,Male,1946,1
172.217.11.35-10.42.0.211-80-39653-6,8933526,3/14/2022 15:37,3/14/2022 16:08,1475,1847,7,Field Blvd & South Water St,35,Streeter Dr & Grand Ave,Customer,,,1
10.42.0.211-77.234.41.79-34687-443-6,8933474,3/14/2022 15:31,3/14/2022 15:47,569,972,43,Michigan Ave & Washington St,43,Michigan Ave & Washington St,Customer,,,0
172.217.10.99-10.42.0.211-80-55269-6,8933424,3/14/2022 15:26,3/14/2022 15:36,2497,585,196,Cityfront Plaza Dr & Pioneer Ct,50,Clark St & Congress Pkwy,Subscriber,Male,1977,0
10.42.0.151-104.244.43.67-33915-443-6,8933418,3/14/2022 15:25,3/14/2022 15:34,1772,571,195,Columbus Dr & Randolph St,77,Clinton St & Madison St,Subscriber,Male,1973,1
10.42.0.211-10.42.0.1-3295-53-17,8933285,3/14/2022 15:11,3/14/2022 15:29,2762,1048,3,Shedd Aquarium,264,Stetson Ave & South Water St,Subscriber,Male,1978,0
10.42.0.211-23.21.51.186-42604-443-6,8933194,3/14/2022 15:02,3/14/2022 15:23,1277,1272,284,Michigan Ave & Jackson Blvd,3,Shedd Aquarium,Customer,,,1
162.208.22.39-10.42.0.211-443-56808-6,8933135,3/14/2022 14:54,3/14/2022 14:58,640,265,38,Clark St & Lake St,286,Franklin St & Quincy St,Subscriber,Male,1972,1
10.42.0.211-64.71.142.110-42044-443-6,8933089,3/14/2022 14:49,3/14/2022 15:18,3450,1735,214,Damen Ave & Grand Ave,152,Lincoln Ave & Diversey Pkwy,Customer,,,0
10.42.0.211-10.42.0.1-6965-53-17,8932759,3/14/2022 14:06,3/14/2022 14:12,963,363,33,State St & Van Buren St,98,LaSalle St & Washington St,Subscriber,Female,1986,1
172.217.12.202-10.42.0.211-443-34530-6,8932758,3/14/2022 14:06,3/14/2022 14:20,3153,847,451,Sheridan Rd & Loyola Ave,461,Broadway & Ridge Ave,Subscriber,Female,1984,1
10.42.0.211-10.42.0.1-12215-53-17,8932678,3/14/2022 13:52,3/14/2022 14:24,64,1894,3,Shedd Aquarium,199,Wabash Ave & Grand Ave,Customer,,,1
208.185.50.80-10.42.0.151-443-52438-6,8932653,3/14/2022 13:49,3/14/2022 13:55,1715,395,256,Broadway & Sheridan Rd,303,Broadway & Cornelia Ave,Subscriber,Female,1952,0
209.85.201.188-10.42.0.151-5228-58707-6,8932541,3/14/2022 13:34,3/14/2022 13:41,1358,426,241,Morgan St & Polk St,103,Clinton St & Polk St (*),Customer,,,0
203.205.179.170-10.42.0.42-80-51626-6,8932495,3/14/2022 13:28,3/14/2022 13:32,457,248,52,Michigan Ave & Lake St,98,LaSalle St & Washington St,Subscriber,Male,1971,1
10.42.0.211-108.174.11.1-60202-443-6,8932463,3/14/2022 13:23,3/14/2022 13:31,2507,472,368,Ashland Ave & Archer Ave,280,Morgan St & 31st St,Subscriber,Male,1987,0
172.217.3.99-10.42.0.151-443-49972-6,8932419,3/14/2022 13:18,3/14/2022 13:31,3140,764,283,LaSalle St & Jackson Blvd,146,Loomis St & Jackson Blvd,Subscriber,Male,1964,1
172.217.12.202-10.42.0.211-443-57090-6,8932329,3/14/2022 13:09,3/14/2022 13:29,1916,1198,261,Hermitage Ave & Polk St,88,May St & Randolph St,Subscriber,Male,1974,1
10.42.0.151-10.42.0.1-15307-53-17,8932322,3/14/2022 13:07,3/14/2022 13:14,274,420,302,Sheffield Ave & Wrightwood Ave,223,Clifton Ave & Armitage Ave,Subscriber,Female,1984,1
10.42.0.151-123.125.29.220-58362-80-6,8932294,3/14/2022 13:04,3/14/2022 13:10,1659,359,181,LaSalle St & Illinois St,44,State St & Randolph St,Subscriber,Female,1988,1
10.42.0.151-10.42.0.1-34108-53-17,8932238,3/14/2022 12:59,3/14/2022 13:09,4667,623,277,Ashland Ave & Grand Ave,342,Wolcott Ave & Polk St,Subscriber,Male,1984,0
10.42.0.151-10.42.0.1-47356-53-17,8932190,3/14/2022 12:53,3/14/2022 13:10,577,1023,108,Halsted St & Polk St,199,Wabash Ave & Grand Ave,Subscriber,Male,1994,1
202.77.129.150-10.42.0.211-80-37141-6,8932106,3/14/2022 12:41,3/14/2022 12:46,1815,337,31,Franklin St & Chicago Ave,301,Clark St & Schiller St,Subscriber,Female,1984,0
198.11.132.178-10.42.0.211-443-48329-6,8932103,3/14/2022 12:40,3/14/2022 12:45,177,261,133,Kingsbury St & Kinzie St,181,LaSalle St & Illinois St,Subscriber,Male,1959,0
208.80.154.224-10.42.0.211-443-59417-6,8932017,3/14/2022 12:27,3/14/2022 12:38,945,631,171,May St & Cullerton St,203,Western Ave & 21st St,Subscriber,Male,1974,1
10.42.0.211-10.42.0.1-43323-53-17,8931998,3/14/2022 12:22,3/14/2022 12:30,1739,471,313,Lakeview Ave & Fullerton Pkwy,300,Broadway & Barry Ave,Subscriber,Male,1987,1
172.217.10.110-10.42.0.151-443-44051-6,8931923,3/14/2022 12:12,3/14/2022 12:38,1842,1554,2,Michigan Ave & Balbo Ave,35,Streeter Dr & Grand Ave,Customer,,,1
202.77.129.146-10.42.0.42-80-55079-6,8931778,3/14/2022 11:51,3/14/2022 11:58,1426,417,195,Columbus Dr & Randolph St,211,St. Clair St & Erie St,Subscriber,Male,1974,0
157.240.18.36-10.42.0.211-443-54983-6,8931753,3/14/2022 11:49,3/14/2022 11:57,3656,488,268,Lake Shore Dr & North Blvd,268,Lake Shore Dr & North Blvd,Subscriber,Female,1962,0
10.42.0.211-66.231.239.125-39004-443-6,8931752,3/14/2022 11:49,3/14/2022 12:04,1936,915,346,Ada St & Washington Blvd,69,Damen Ave & Pierce Ave,Subscriber,Female,1988,0
10.42.0.211-104.192.110.245-48991-80-6,8931725,3/14/2022 11:44,3/14/2022 12:02,1460,1067,29,Noble St & Milwaukee Ave,35,Streeter Dr & Grand Ave,Customer,,,0
10.42.0.211-106.39.169.66-51886-80-6,8931692,3/14/2022 11:39,3/14/2022 12:01,4198,1346,177,Theater on the Lake,85,Michigan Ave & Oak St,Customer,,,0
10.42.0.1-10.42.0.42-53-33419-17,8931670,3/14/2022 11:33,3/14/2022 11:47,1858,860,133,Kingsbury St & Kinzie St,118,Sedgwick St & North Ave,Subscriber,Male,1950,0
10.42.0.1-10.42.0.42-53-2743-17,8931603,3/14/2022 11:26,3/14/2022 11:38,1037,701,33,State St & Van Buren St,108,Halsted St & Polk St,Subscriber,Male,1997,1
10.42.0.151-118.123.114.134-43500-80-6,8931445,3/14/2022 10:59,3/14/2022 11:07,8,490,472,Lincoln Ave & Winona St,239,Western Ave & Leland Ave,Subscriber,Male,1979,0
174.35.73.93-10.42.0.151-80-44002-6,8931424,3/14/2022 10:56,3/14/2022 11:07,1982,652,76,Lake Shore Dr & Monroe St,6,Dusable Harbor,Customer,,,1
172.217.10.78-10.42.0.151-443-42284-6,8931354,3/14/2022 10:43,3/14/2022 10:53,614,562,72,Wabash Ave & 16th St,33,State St & Van Buren St,Subscriber,Male,1993,0
10.42.0.211-66.102.255.40-51275-443-6,8931338,3/14/2022 10:40,3/14/2022 10:56,4453,973,89,Financial Pl & Congress Pkwy,90,Millennium Park,Customer,,,1
172.217.6.206-10.42.0.151-443-59197-6,8931308,3/14/2022 10:34,3/14/2022 10:43,425,503,133,Kingsbury St & Kinzie St,264,Stetson Ave & South Water St,Subscriber,Female,1972,1
162.208.20.184-10.42.0.211-443-56626-6,8931229,3/14/2022 10:24,3/14/2022 10:27,4645,173,232,Pine Grove Ave & Waveland Ave,303,Broadway & Cornelia Ave,Customer,,,1
10.42.0.211-87.248.114.81-36411-443-6,8931130,3/14/2022 10:04,3/14/2022 10:07,4348,219,13,Wilton Ave & Diversey Pkwy,67,Sheffield Ave & Fullerton Ave,Subscriber,Male,1986,0
10.42.0.211-54.235.81.66-45347-443-6,8931123,3/14/2022 10:03,3/14/2022 10:16,388,788,90,Millennium Park,364,Larrabee St & Oak St,Subscriber,Male,1962,0
209.85.201.113-10.42.0.151-443-60819-6,8930947,3/14/2022 9:30,3/14/2022 9:41,1670,656,346,Ada St & Washington Blvd,233,Sangamon St & Washington Blvd (*),Subscriber,Male,1973,1
10.42.0.151-108.174.11.1-49793-80-6,8930913,3/14/2022 9:27,3/14/2022 9:35,2891,469,52,Michigan Ave & Lake St,337,Clark St & Chicago Ave,Subscriber,Female,1991,0
10.42.0.211-64.71.142.124-43099-443-6,8930895,3/14/2022 9:25,3/14/2022 9:39,2098,871,91,Clinton St & Washington Blvd,35,Streeter Dr & Grand Ave,Subscriber,Male,1968,1
10.42.0.211-10.42.0.1-13561-53-17,8930844,3/14/2022 9:16,3/14/2022 9:29,2133,788,211,St. Clair St & Erie St,36,Franklin St & Jackson Blvd,Subscriber,Male,1985,1
10.42.0.42-119.146.74.49-58917-443-6,8930724,3/14/2022 9:04,3/14/2022 9:07,627,221,36,Franklin St & Jackson Blvd,33,State St & Van Buren St,Subscriber,Male,1971,0
192.229.173.173-10.42.0.211-80-36975-6,8930708,3/14/2022 9:02,3/14/2022 9:06,464,259,300,Broadway & Barry Ave,115,Sheffield Ave & Wellington Ave,Subscriber,Male,1915,0
10.42.0.211-10.42.0.1-58247-53-17,8930703,3/14/2022 9:02,3/14/2022 9:32,2693,1779,181,LaSalle St & Illinois St,215,Damen Ave & Madison St,Customer,,,0
203.205.190.40-10.42.0.211-80-38789-6,8930632,3/14/2022 8:56,3/14/2022 9:14,1465,1066,99,Lake Shore Dr & Ohio St,174,Canal St & Madison St,Subscriber,Male,1965,1
10.42.0.151-10.42.0.1-20297-53-17,8930564,3/14/2022 8:51,3/14/2022 9:18,2153,1639,3,Shedd Aquarium,265,Cottage Grove Ave & Oakwood Blvd,Customer,,,0
10.42.0.211-23.203.49.224-38006-443-6,8930519,3/14/2022 8:47,3/14/2022 8:52,751,302,53,Wells St & Huron St,38,Clark St & Lake St,Subscriber,Male,1986,1
180.149.153.234-10.42.0.211-80-52398-6,8930510,3/14/2022 8:46,3/14/2022 8:53,647,394,143,Sedgwick St & Webster Ave,291,Wells St & Evergreen Ave,Subscriber,Male,1962,0
10.42.0.211-104.192.108.27-42043-80-6,8930349,3/14/2022 8:36,3/14/2022 8:52,1776,969,35,Streeter Dr & Grand Ave,321,Wabash Ave & 8th St,Subscriber,Female,1975,0
220.243.219.55-10.42.0.211-80-54840-6,8930186,3/14/2022 8:25,3/14/2022 8:31,2772,333,36,Franklin St & Jackson Blvd,91,Clinton St & Washington Blvd,Subscriber,Male,1970,0
10.42.0.151-10.42.0.1-35673-53-17,8930087,3/14/2022 8:18,3/14/2022 8:29,2381,621,192,Canal St & Adams St,74,Kingsbury St & Erie St,Subscriber,Male,1965,0
10.42.0.211-10.42.0.1-35373-53-17,8929939,3/14/2022 8:04,3/14/2022 8:18,2355,853,120,Wentworth Ave & Archer Ave,49,Dearborn St & Monroe St,Subscriber,Male,1967,1
172.217.11.46-10.42.0.211-443-32854-6,8929923,3/14/2022 8:02,3/14/2022 8:12,78,604,99,Lake Shore Dr & Ohio St,283,LaSalle St & Jackson Blvd,Subscriber,Male,1982,1
10.42.0.211-10.42.0.1-15778-53-17,8929921,3/14/2022 8:02,3/14/2022 8:23,1262,1258,290,Kedzie Ave & Palmer Ct,315,Elston Ave & Wabansia Ave,Subscriber,Male,1982,0
140.205.134.25-10.42.0.211-443-42969-6,8929822,3/14/2022 7:55,3/14/2022 8:03,2537,426,80,Aberdeen St & Monroe St,75,Canal St & Jackson Blvd,Subscriber,Male,1976,0
10.42.0.151-72.21.206.135-52945-443-6,8929709,3/14/2022 7:47,3/14/2022 8:15,1704,1661,349,Halsted St & Wrightwood Ave,286,Franklin St & Quincy St,Subscriber,Male,1979,1
10.42.0.211-61.155.222.80-55950-80-6,8929662,3/14/2022 7:43,3/14/2022 7:48,2931,335,50,Clark St & Congress Pkwy,43,Michigan Ave & Washington St,Subscriber,Male,1988,1
10.42.0.211-52.1.165.28-34713-443-6,8929620,3/14/2022 7:39,3/14/2022 7:51,1933,708,106,State St & Pearson St,77,Clinton St & Madison St,Subscriber,Female,1988,1
10.42.0.211-72.30.3.43-55620-443-6,8929604,3/14/2022 7:38,3/14/2022 7:50,815,731,290,Kedzie Ave & Palmer Ct,213,Leavitt St & North Ave,Subscriber,Female,1986,1
220.194.79.21-10.42.0.151-80-55014-6,8929601,3/14/2022 7:37,3/14/2022 7:45,1587,466,226,Racine Ave & Belmont Ave,156,Clark St & Wellington Ave,Subscriber,Male,1977,1
172.217.11.34-10.42.0.151-443-38841-6,8929468,3/14/2022 7:20,3/14/2022 7:35,1996,879,55,Halsted St & Roosevelt Rd,382,Western Ave & Congress Pkwy,Subscriber,Female,1988,0
203.90.242.126-10.42.0.211-80-34174-6,8929432,3/14/2022 7:17,3/14/2022 7:25,3548,484,91,Clinton St & Washington Blvd,31,Franklin St & Chicago Ave,Subscriber,Male,1963,0
10.42.0.211-103.235.46.39-45084-80-6,8929406,3/14/2022 7:14,3/14/2022 7:16,2585,158,246,Ashland Ave & Belle Plaine Ave,244,Ravenswood Ave & Irving Park Rd,Subscriber,Female,1963,1
172.217.11.14-10.42.0.211-443-50940-6,8929340,3/14/2022 6:59,3/14/2022 7:05,4255,333,153,Southport Ave & Wellington Ave,67,Sheffield Ave & Fullerton Ave,Subscriber,Male,1956,0
10.42.0.151-104.192.110.245-56865-443-6,8929301,3/14/2022 6:53,3/14/2022 7:04,148,637,192,Canal St & Adams St,26,McClurg Ct & Illinois St,Subscriber,Male,1968,1
205.204.101.182-10.42.0.151-443-48989-6,8929299,3/14/2022 6:53,3/14/2022 7:05,1303,719,343,Racine Ave & Wrightwood Ave,58,Marshfield Ave & Cortland St,Subscriber,Male,1990,0
10.42.0.211-23.21.51.186-33816-443-6,8929281,3/14/2022 6:50,3/14/2022 6:54,1034,228,91,Clinton St & Washington Blvd,287,Franklin St & Monroe St,Subscriber,Male,1956,0
172.217.12.206-10.42.0.151-443-49517-6,8929260,3/14/2022 6:44,3/14/2022 6:52,586,465,125,Rush St & Hubbard St,18,Wacker Dr & Washington St,Subscriber,Male,1991,0
10.42.0.211-10.42.0.1-51804-53-17,8929213,3/14/2022 6:37,3/14/2022 6:43,2002,367,182,Wells St & Elm St,337,Clark St & Chicago Ave,Subscriber,Female,1989,1
10.42.0.211-10.42.0.1-39616-53-17,8929033,3/14/2022 4:04,3/14/2022 4:09,2383,294,312,Clarendon Ave & Gordon Ter,240,Sheridan Rd & Irving Park Rd,Subscriber,Male,1964,0
202.77.129.150-10.42.0.42-443-54178-6,8929007,3/14/2022 0:26,3/14/2022 0:42,4248,944,295,Broadway & Argyle St,482,Campbell Ave & Montrose Ave,Subscriber,Male,1986,0
172.217.11.10-10.42.0.211-443-33660-6,8928928,3/13/2022 21:14,3/13/2022 21:28,3021,844,131,Lincoln Ave & Belmont Ave,131,Lincoln Ave & Belmont Ave,Subscriber,Male,1987,0
192.229.173.173-10.42.0.211-80-58053-6,8928857,3/13/2022 20:00,3/13/2022 20:11,688,671,364,Larrabee St & Oak St,174,Canal St & Madison St,Subscriber,Male,1980,1
10.42.0.211-10.42.0.1-11470-53-17,8928829,3/13/2022 19:39,3/13/2022 19:49,1987,596,180,Ritchie Ct & Banks St,288,Larrabee St & Armitage Ave,Subscriber,Male,1989,0
10.42.0.211-119.146.74.34-33152-80-6,8928817,3/13/2022 19:29,3/13/2022 19:46,2822,1016,61,Wood St & Milwaukee Ave,152,Lincoln Ave & Diversey Pkwy,Subscriber,Male,1966,0
172.217.12.174-10.42.0.42-443-35189-6,8928787,3/13/2022 19:16,3/13/2022 19:29,2787,810,491,Talman Ave & Addison St,165,Clark St & Grace St,Subscriber,Male,1985,0
10.42.0.151-88.212.196.77-37520-443-6,8928781,3/13/2022 19:13,3/13/2022 19:18,2268,304,133,Kingsbury St & Kinzie St,112,Green St & Randolph St,Subscriber,Male,1967,1
206.126.112.142-10.42.0.151-443-57458-6,8928779,3/13/2022 19:12,3/13/2022 19:17,1703,306,45,Michigan Ave & Congress Pkwy,44,State St & Randolph St,Customer,,,1
220.170.182.31-10.42.0.211-443-52257-6,8928739,3/13/2022 18:50,3/13/2022 18:53,826,205,110,Dearborn St & Erie St,211,St. Clair St & Erie St,Subscriber,Male,1987,0
10.42.0.42-23.206.125.17-44313-80-6,8928697,3/13/2022 18:33,3/13/2022 18:36,2848,179,21,Aberdeen St & Jackson Blvd,146,Loomis St & Jackson Blvd,Subscriber,Male,1992,1
10.42.0.151-10.42.0.1-18467-53-17,8928657,3/13/2022 18:11,3/13/2022 18:13,1180,135,73,Jefferson St & Monroe St,107,Desplaines St & Jackson Blvd,Subscriber,Male,1987,0
10.42.0.211-31.13.80.8-34682-443-6,8928632,3/13/2022 17:57,3/13/2022 18:12,189,876,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,,0
10.42.0.151-106.39.169.66-42723-80-6,8928502,3/13/2022 16:56,3/13/2022 17:01,407,292,287,Franklin St & Monroe St,212,Orleans St & Ohio St,Subscriber,Male,1992,1
10.42.0.211-95.213.11.133-57598-443-6,8928494,3/13/2022 16:50,3/13/2022 17:03,3620,773,109,900 W Harrison St,19,Loomis St & Taylor St (*),Customer,,,1
202.77.129.230-10.42.0.211-80-51592-6,8928446,3/13/2022 16:25,3/13/2022 16:30,407,303,212,Orleans St & Ohio St,287,Franklin St & Monroe St,Subscriber,Male,1992,0
192.229.173.173-10.42.0.211-80-42357-6,8928344,3/13/2022 15:21,3/13/2022 16:15,1185,3224,267,Lake Park Ave & 47th St,267,Lake Park Ave & 47th St,Customer,,,0
10.42.0.42-37.1.203.158-56770-443-6,8928304,3/13/2022 15:01,3/13/2022 15:06,1440,290,255,Indiana Ave & Roosevelt Rd,3,Shedd Aquarium,Subscriber,Male,1986,0
10.42.0.42-52.84.29.55-46489-443-6,8928294,3/13/2022 14:54,3/13/2022 15:23,1513,1734,186,Ogden Ave & Race Ave,186,Ogden Ave & Race Ave,Customer,,,1
10.42.0.211-115.239.210.141-55142-80-6,8928226,3/13/2022 14:16,3/13/2022 14:18,874,86,60,Dayton St & North Ave,331,Halsted St & Blackhawk St (*),Subscriber,Female,1984,1
172.217.10.234-10.42.0.151-443-36555-6,8928204,3/13/2022 13:59,3/13/2022 14:05,3097,359,67,Sheffield Ave & Fullerton Ave,225,Halsted St & Dickens Ave,Subscriber,Female,1993,0
10.42.0.211-106.39.162.36-47022-80-6,8928189,3/13/2022 13:50,3/13/2022 14:20,539,1762,44,State St & Randolph St,81,Daley Center Plaza,Customer,,,0
10.42.0.211-10.42.0.1-42077-53-17,8928183,3/13/2022 13:49,3/13/2022 13:56,3285,407,127,Lincoln Ave & Fullerton Ave,28,Larrabee St & Menomonee St,Subscriber,Female,1966,0
203.205.179.172-10.42.0.42-80-51621-6,8928166,3/13/2022 13:38,3/13/2022 13:51,3325,823,172,Rush St & Cedar St,50,Clark St & Congress Pkwy,Subscriber,Male,1982,0
175.100.207.206-10.42.0.211-80-35502-6,8928061,3/13/2022 12:43,3/13/2022 12:47,1630,228,216,California Ave & Division St,510,Spaulding Ave & Division St,Subscriber,Male,1987,0
10.42.0.211-111.202.114.77-55852-443-6,8927974,3/13/2022 11:42,3/13/2022 12:10,3325,1681,35,Streeter Dr & Grand Ave,268,Lake Shore Dr & North Blvd,Customer,,,1
203.205.179.170-10.42.0.151-80-43736-6,8927879,3/13/2022 10:42,3/13/2022 10:43,2628,97,224,Halsted St & Willow St,93,Sheffield Ave & Willow St,Subscriber,Male,1974,0
172.217.12.206-10.42.0.151-443-35357-17,8927803,3/13/2022 9:54,3/13/2022 10:00,4370,349,486,Oakley Ave & Irving Park Rd,238,Ravenswood Ave & Montrose Ave (*),Subscriber,Male,1985,0
10.42.0.211-54.88.89.240-46128-443-6,8927728,3/13/2022 8:47,3/13/2022 8:56,435,539,128,Damen Ave & Chicago Ave,159,Claremont Ave & Hirsch St,Subscriber,Male,1991,0
151.101.2.2-10.42.0.211-443-58852-6,8927704,3/13/2022 8:36,3/13/2022 8:43,2176,461,93,Sheffield Ave & Willow St,315,Elston Ave & Wabansia Ave,Subscriber,Female,1977,0
131.253.61.98-10.42.0.151-443-36278-6,8927567,3/13/2022 1:17,3/13/2022 1:25,831,424,48,Larrabee St & Kingsbury St,30,Ashland Ave & Augusta Blvd,Subscriber,Male,1993,0
172.217.10.110-10.42.0.151-443-46573-6,8927510,3/13/2022 0:17,3/13/2022 0:25,1877,442,368,Ashland Ave & Archer Ave,367,Racine Ave & 35th St,Subscriber,Male,1980,0
10.42.0.211-10.42.0.1-12030-53-17,8927496,3/13/2022 0:02,3/13/2022 0:09,591,433,309,Leavitt St & Armitage Ave,259,California Ave & Francis Pl,Subscriber,Male,1974,1
10.42.0.211-10.42.0.1-33159-53-17,8927425,03-12-22 23:20,03-12-22 23:26,1903,352,76,Lake Shore Dr & Monroe St,90,Millennium Park,Customer,,,0
172.217.12.195-10.42.0.151-443-37933-6,8927410,03-12-22 23:15,03-12-22 23:22,128,433,474,Christiana Ave & Lawrence Ave,239,Western Ave & Leland Ave,Subscriber,Male,1983,0
172.217.9.227-10.42.0.42-443-39562-17,8927408,03-12-22 23:14,03-12-22 23:22,866,438,165,Clark St & Grace St,245,Clarendon Ave & Junior Ter,Subscriber,Female,1993,1
182.22.24.124-10.42.0.42-443-38543-6,8927375,03-12-22 22:58,03-12-22 23:27,418,1742,289,Wells St & Concord Ln,498,California Ave & Fletcher St,Subscriber,Male,1988,1
158.85.58.51-10.42.0.211-443-58113-6,8927346,03-12-22 22:40,03-12-22 22:50,2040,610,287,Franklin St & Monroe St,108,Halsted St & Polk St,Subscriber,Male,1984,1
172.217.7.227-10.42.0.211-443-55494-6,8927305,03-12-22 22:21,03-12-22 22:31,980,629,134,Peoria St & Jackson Blvd,202,Halsted St & 18th St,Subscriber,Male,1984,0
151.101.21.140-10.42.0.211-443-56712-6,8927247,03-12-22 21:54,03-12-22 22:01,1857,406,53,Wells St & Huron St,176,Clark St & Elm St,Subscriber,Female,1984,0
10.42.0.211-13.107.3.128-56626-443-6,8927184,03-12-22 21:25,03-12-22 21:31,4025,379,134,Peoria St & Jackson Blvd,73,Jefferson St & Monroe St,Subscriber,Male,1987,0
172.217.3.110-10.42.0.211-443-46469-6,8927041,03-12-22 20:32,03-12-22 21:07,2873,2080,178,State St & 19th St,132,Wentworth Ave & 24th St,Customer,,,0
172.217.10.234-10.42.0.151-443-58317-6,8926867,03-12-22 19:39,03-12-22 19:44,906,326,344,Ravenswood Ave & Lawrence Ave,316,Damen Ave & Sunnyside Ave,Subscriber,Male,1984,1
162.208.22.39-10.42.0.211-443-49086-6,8926866,03-12-22 19:39,03-12-22 19:44,603,291,349,Halsted St & Wrightwood Ave,225,Halsted St & Dickens Ave,Subscriber,Male,1991,1
172.217.10.42-10.42.0.211-443-52822-6,8926846,03-12-22 19:34,03-12-22 19:40,818,312,47,State St & Kinzie St,133,Kingsbury St & Kinzie St,Subscriber,Male,1963,0
203.205.144.183-10.42.0.151-80-46140-6,8926703,03-12-22 19:03,03-12-22 19:09,1749,372,289,Wells St & Concord Ln,94,Clark St & Armitage Ave,Subscriber,Male,1984,0
10.42.0.211-108.174.11.1-59536-443-6,8926658,03-12-22 18:55,03-12-22 19:21,2069,1556,76,Lake Shore Dr & Monroe St,35,Streeter Dr & Grand Ave,Customer,,,0
10.42.0.211-112.80.248.187-50806-80-6,8926652,03-12-22 18:54,03-12-22 18:58,2519,248,198,Green St & Madison St,217,May St & Fulton St,Subscriber,Male,1978,0
10.42.0.151-10.42.0.1-14087-53-17,8926606,03-12-22 18:46,03-12-22 18:49,1386,197,241,Morgan St & Polk St,282,Halsted St & Maxwell St,Subscriber,Male,1987,0
169.54.129.41-10.42.0.151-443-32814-6,8926545,03-12-22 18:34,03-12-22 18:44,1259,608,119,Ashland Ave & Lake St,30,Ashland Ave & Augusta Blvd,Subscriber,Male,1990,1
10.42.0.211-10.42.0.1-33412-53-17,8926544,03-12-22 18:34,03-12-22 18:46,2496,732,22,May St & Taylor St,73,Jefferson St & Monroe St,Customer,,,1
172.217.9.238-10.42.0.211-80-39662-6,8926519,03-12-22 18:29,03-12-22 18:35,1592,374,195,Columbus Dr & Randolph St,39,Wabash Ave & Adams St,Subscriber,Male,1980,1
216.58.219.228-10.42.0.211-443-40302-6,8926514,03-12-22 18:28,03-12-22 18:41,945,788,197,Michigan Ave & Madison St,191,Canal St & Monroe St (*),Customer,,,0
10.42.0.211-10.42.0.1-21114-53-17,8926387,03-12-22 18:06,03-12-22 18:26,2146,1198,153,Southport Ave & Wellington Ave,111,Sedgwick St & Huron St,Subscriber,Male,1986,0
10.42.0.211-66.198.24.224-59005-80-6,8926264,03-12-22 17:47,03-12-22 17:53,2767,352,53,Wells St & Huron St,47,State St & Kinzie St,Subscriber,Male,1987,1
10.42.0.151-10.42.0.1-44801-53-17,8926188,03-12-22 17:37,03-12-22 17:48,2077,661,131,Lincoln Ave & Belmont Ave,498,California Ave & Fletcher St,Subscriber,Female,1988,0
192.229.173.173-10.42.0.42-80-41633-6,8926033,03-12-22 17:17,03-12-22 17:24,2168,403,47,State St & Kinzie St,56,Desplaines St & Kinzie St,Customer,,,1
140.205.230.8-10.42.0.42-80-59675-6,8925888,03-12-22 17:01,03-12-22 17:15,125,855,2,Michigan Ave & Balbo Ave,2,Michigan Ave & Balbo Ave,Customer,,,1
10.42.0.42-13.107.254.128-52842-443-6,8925869,03-12-22 16:59,03-12-22 17:02,2596,159,277,Ashland Ave & Grand Ave,285,Wood St & Grand Ave,Subscriber,Male,1979,0
